,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
5164,Cat,11,Tortoiseshell,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,100,"Looking for a forever home for a female kitten. Currently due to certain circumstances, it is not possible for us to take care of her. Personality She's friendly to humans, always needing their presence while awake. Loves attention. Very active and playful. History Kitten was found wandering near an LRT station and busy roads, thin and hungry. Now she is all bathed and clean. Medically, she is all fine other than being dehydrated & malnourished. Treated for diarrhea, all well now! Not yet spayed as she is still too young. Update: / As she suffered from extreme hunger previously, she has an obsession for food (goes crazy on sight of food). Now after 1+ month of training/therapy, she is much calmer, especially during feeding time. ^^ Update: / She gained g! (Now 2.05kg, only 1.3kg a month ago) Also, first vaccination given. Adoption Criteria Interested cat parent must agree to: 1. Spay her at 5-6 months old. 2. Keep her % free-roam indoors (not caged). 3. Attend to her health needs. 3. Treat her not as a pet, but as a member of the family. :) Also, please arrange to pick her up from our location, with own carrier ready. Play-dates can be arranged with no obligations. Because of her playful nature, extra effort is needed for homes with existing resident adult cats. Best for new cat owners! ^^",6,4
10760,Cat,5,Ragdoll,Female,Yellow,Gray,Medium,Short,No,No,Healthy,0,ISHIKIMARU IS A WELL BEHAVED CAT. SHE TOO HAS FAIN YELLOW LINES ACROSS HER BODY LIKE TALGI AND LOOKS A BIT LIKE THE FATHER BUT A FEMALE VERSION. I CAN NO LONGER TAKE CARE OF HER AND HAVE TILL SEPTEMBER TO GIVE ALL MY CATS AWAY TO GOOD HOMES.,2,2
3992,Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,healthy and adorable,6,2
592,Dog,36,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,"Clever, active and friendly. A good watchdog which doesn't bark excessively. Able to understand basic commands (sit, stay, eat, go in/out, come, hand, bathe, sleep etc). Communication language: mainly Mandarin, some English. Requires daily walk as he doesn't poop and wee in the house. He has been raised since 6 weeks old and never knew the life as a stray dog. He's anxious to be separated from the family. Hence we truly wish to find a loving home for him and we hope that we can visit him often. Should you need any information or wish to have a look at him, please do contact us (email or mobile).",3,4
4758,Dog,24,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,50,"Buster is a Stray found wandering around Tanjung bungah a month and half ago. Presumably, dumped. He was obviously a household pet before! We vaccinated and neutered him and he is eagerly waiting for a permanent home. Buster loves his chew toys and Bed. He loves to run around in circles when playing! PLS contact if interested in meeting buster!",5,4
6178,Cat,12,Domestic Short Hair,Female,Gray,No Color,Small,Short,Not Sure,No,Healthy,0,"She is very loving and tame. She loves to be cuddled, loves her playtime and is easy to manage. Please contact:",5,4
11346,Cat,9,Burmilla,Male,Gray,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,"FREE ADOPTION ! whatsapp : panther is a very loving cat, he's the apple of my eye. the reason why i need to give him away is because i'm staying in an apartment and pets are not allowed. meanwhile he's with me and i . have to make sure that nobody knows his existance in the house. it kills me seeing him unable to go out. preferable adopter who has landed property. will be given : litter box, extra litter sand, food, shampoo and brush",3,4
9413,Dog,17,Shih Tzu,Male,Brown,White,Small,Short,Yes,No,Healthy,0,Ruffles is a playful little dog. He is very well taken care and regular visits to the vet for vaccination. He has a microchip embedded and I will provide the cert to the new owner. I have to give him up as I had just taken a new job which will require me to travel overseas regularly. I hope to find someone whom will love him as much as I do.,0,0
8705,Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,Yes,No,Healthy,0,2 months old female kitten. Healthy and active. Toilet litter box trained. Please help me find her a new loving home. Contact me if you are interested.,2,1
3887,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,"Trish and her two siblings were found in a street in Ara Damansara. Currently with a fosterer but needs an urgent home. She is white with very light golden brown stripes. Chubby and adorable. Vaccination and Spaying are compulsory, cost to be borne by adopter. Pls call if you can give them a good home.",3,2
3783,Cat,2,Siamese,Male,Brown,White,Small,Short,No,No,Healthy,100,"Price: RM LOCATION : KAJANG BREED : Mix Siamese Kitten Has been given frontline and also dewormed. Eddie is a very shy mix siamese kitten. More than 2 months old. Takut tempat tinggi dan suka lepak atas katil. Have a unique but sweet voice. Only given PREMIUM CAT FOOD (BLACKWOOD). Toilet train, gebu dan montel badannya. 1. Adopter should spay EDDIE soon. 2. He can be kept in a cage. Please also allow us to visit him when we are free..I'm preferred to be contacted ONLY BY SERIOUS ADOPTER THROUGH H/P...",5,1
8437,Dog,60,Rottweiler,Male,Black,No Color,Large,Short,Yes,No,Healthy,0,"Kiwi is a handsome rugged pure black Rottweiler. He is named after the New Zealand All Blacks rugby team. His owner is migrating and looking for a good home for him. Adopter must castrate him, no breeding. will post pictures this weekend.",0,1
4877,Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,80,"Looking for kind owner(s) to adopt the kittens (indoor only). If you can adopt both (Hero & Yoyo), it will be great coz they are good siblings and they are very closed to each other. Yoyo is a active and playful girl. She loves to play with her siblings and prefer companionship. Litter trained. The 2nd and 3rd vaccinations are required. Adoption fee RM80 Spaying deposit RM (will be refunded after the cat is spayed at six months old) Special note: Seeing the posts for giving away the pets are the saddest. Adoption of a pet is a long term commitment, pls make your decision seriously as the pet is one of your family members.",2,2
8578,Dog,45,Schnauzer,Female,White,No Color,Small,Short,Yes,Yes,Healthy,0,"Trained & Microchipped White/Salt-pepper schnauzer Walks very well on leash but quite yappy when caged Adoption fee applies. To adopt, please visit PAWS,PJ. Fb page: Adoption Page - PAWS PJ -> For Adoption Folder",2,3
864,Cat,3,Domestic Short Hair,Male,Brown,Golden,Small,Short,No,No,Healthy,0,"he is loyal, sweet, active and adorable.he will sleep beside u at nite if u let him. he eats iams mix with water.and he enjoys sleeping under the sun. he is litter train (he knows where to poo n pee without me teaching him). he also lives to bite ur fingers and will follow ur legs.and loves ur hair too. :)",3,3
3239,Cat,24,Domestic Short Hair,Female,Black,Brown,Small,Short,No,Yes,Healthy,0,momo pls give me 1 home,2,4
2121,Cat,4,Domestic Long Hair,Female,Black,Golden,Small,Long,No,No,Healthy,250,Dudut nama diberi Sangat gebu dan sihat. Sangat hyperaktif Makan kibbles brand INSTICT mix with BRIT Pandai poo poo di tray.. Senang mandikan dia...sangat manja. Harga boleh nego lagi Saya letak harga bukan untuk keuntungan tapi perlu rolling makanan kucing dan penjagaan yang saya masih boleh bela atas sebab terpaksa reduce yang lain. Pencinta kucing dialu - alukan,2,4
7354,Dog,36,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,20,Mollie is very well behaved and never fails to greet people with her warm kisses. She currently taking shelter at SPCA Seberang Perai. Those interested to adopt her may contact us via email.,1,3
8785,Dog,84,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,No,Minor Injury,0,"She was found at the old street of klang little India, under a car. Looking exhausts, sad, hopeless, and in pain. Noted she was limping while feeding her water and food. Decided to bring her to the vet after seeing her condition. Was told by the vet, she had an old right shoulder and elbow dislocation which can't be treated but only can help by keeping her on shoulder bandage for the rest of her life. And she also do have some minor vagina infection which is currently on oral antibiotic.",0,4
4087,Dog,24,Labrador Retriever,Male,Yellow,Cream,Medium,Short,Not Sure,Yes,Healthy,0,"SHIRO - 2 year old male Labrador cross breed urgently looking for a new home. To adopt, kindly contact Maggie .",3,3
4892,Cat,7,Siamese,Male,White,No Color,Large,Medium,No,Not Sure,Healthy,0,"A 7-month old cat for FREE adoption. A lively, beautiful blue-eyed male siamese that love to play.",1,4
1037,Cat,2,Domestic Short Hair,Female,Black,Golden,Medium,Short,No,No,Healthy,0,"Tiger Lily was found near my house, she was meowing loudly for one whole night, until I located her hiding in some bushes near my neighbor's house. She is very affectionate, will meow loudly if left alone, and loves cuddles. I have yet to send her to vet as my usual vet is closed on Monday, but will send her for deworming and check up a.s.a.p. She is healthy, can eat kibbles, active and playful. Interested adopters can whatsapp me at.",4,2
4249,Dog,1,Mixed Breed,Male,Black,Brown,Small,Short,No,Not Sure,Healthy,0,"Muffin was found abandoned at my front door at birth by someone unknown person. He is a 2-4 weeks mixed breed male puppy. This adorable puppy has a lovely nature, very friendly, gentle and healthy and looking for a good home. I'm already taking care of 3 dogs and really can't afford to take in more. Please give him a place in your heart and home. Please call or whatsapp me at .",5,2
7480,Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,"This kitty was found by the street with serious skin problem. We have already manage to cure all that and now he is up for adoption. he has blue eyes and hes points are black. From my guess should be a mix from Siamese or Himalayan. Adopters have to vaccinate,neuter and keep kitten indoors. Interested please do call/whatsapp me:/ U can also visit us,we have more kittens available for adoption. Address: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang.",4,1
695,Cat,11,Domestic Long Hair,Female,Brown,No Color,Medium,Long,No,No,Healthy,0,"I'm looking for someone to provide cookie a forever home and gives her much love as she deserve. She's a very sweet cat and loves attention. unfortunately, i can't keep her forever as i am only a student and has barely enough money to give her a permanent home and only staying in a hostel. I found cookie on the street when she is still a kitten, she's with me for 9 months now. I've been sparing my extra money to buy her dry foods, toys and bed but vaccination and spay is too costly for me. Since that cookie is staying in my room, she never had gone outside and meet other cats, so i think it would be best that the adopter has no other cats at all cuz i'm not sure if she is used to other cats. it would be best also to keep her indoor only because she isn't used going out anymore and also prevent her from getting flees. Cookie is % has no flees as i bath her regularly and she also sleeps on my bed. Adopter must spay her as well. Provided with: 1. Food and Sand 2. Collar 3. Food Bowl and water 4. Bed 5. Litter Box",3,4
